timestamps,CAN1.EEC1.EngineSpeed
0.8801000001840293,1214.125
0.8906000000424683,1208.75
0.9000500000547618,1204.5
0.910050000064075,1200.0
0.9201500001363456,1195.5
0.9300999999977648,1191.0
0.9401500001549721,1186.5
0.9505000000353903,1181.125
0.9601500001735985,1176.5
0.9701500001829118,1172.5
0.980150000192225,1168.0
0.9906000001356006,1162.5
1.0001000000629574,1158.125
1.0101000000722706,1154.75
1.0201499999966472,1150.5
1.030100000090897,1146.125
1.0402000001631677,1142.25
1.0503500001505017,1138.5
1.0601500000339001,1133.75
1.07010000012815,1130.25
1.0801500000525266,1126.75
1.0905999999959022,1122.25
1.1001000001560897,1117.625
1.110100000165403,1113.25
1.1201500000897795,1109.25
1.1301000001840293,1105.75
1.1402000000234693,1101.625
1.1504000001586974,1097.0
1.1602000000420958,1092.5
1.1701500001363456,1088.75
1.1801500001456589,1085.0
1.1912500001490116,1081.0
1.2005500001832843,1076.5
1.210200000088662,1072.0
1.2202000000979751,1068.5
1.230150000192225,1064.75
1.240250000031665,1060.75
1.250400000018999,1056.75
1.2602999999653548,1051.625
1.2702500000596046,1048.0
1.2802500000689179,1044.5
1.2908000000752509,1041.5
1.300200000172481,1037.5
1.3101500000339001,1031.625
1.3203500001691282,1027.25
1.33019999996759,1023.25
1.3401999999769032,1019.625
1.3504000001121312,1015.625
1.3601999999955297,1012.0
1.3701500000897795,1008.0
1.3802500001620501,1003.25
1.3906500001903623,998.5
1.4000999999698251,994.75
1.4100999999791384,991.625
1.420200000051409,987.625
1.4300999999977648,982.5
1.4402000000700355,978.25
1.4503999999724329,975.0
1.4601500001735985,972.125
1.4701000000350177,968.0
1.480150000192225,964.0
1.490650000050664,960.125
1.5001000000629574,956.5
1.5101000000722706,951.625
1.5202000001445413,948.0
1.5303500001318753,944.125
1.5402000001631677,940.75
1.550400000065565,936.125
1.5601500000339001,932.125
1.57010000012815,927.625
1.5801500000525266,924.125
1.5906500001437962,921.25
1.6000500000081956,918.375
1.6100500000175089,916.125
1.6201500000897795,914.25
1.6301000001840293,913.5
1.6402000000234693,913.25
1.6503500000108033,913.5
1.6602000000420958,914.75
1.6701500001363456,920.0
1.6801500001456589,927.0
1.6907000001519918,934.375
1.7001000000163913,944.125
1.7100500001106411,955.5
1.7202000000979751,968.125
1.7304500001482666,983.0
1.7401499999687076,999.25
1.750400000018999,1017.25
1.760200000135228,1033.75
1.7701499999966472,1052.5
1.7801500000059605,1071.25
1.7906000001821667,1094.25
1.800150000024587,1115.5
1.8101000001188368,1136.75
1.8202000001911074,1161.25
1.8301500000525266,1186.75
1.8402500001247972,1213.125
1.8503499999642372,1241.125
1.8601999999955297,1266.875
1.8701500000897795,1291.875
1.8801500000990927,1312.375
1.8907000001054257,1326.125
1.9000999999698251,1337.625
1.9100999999791384,1344.625
1.920200000051409,1347.625
1.9306000000797212,1348.375
1.9402499999850988,1347.0
1.9505500001832843,1344.625
1.9602500000037253,1340.375
1.9702000000979751,1336.625
1.9802000001072884,1331.875
1.990650000050664,1327.375
2.000149999978021,1322.875
2.010149999987334,1317.875
2.0202000001445413,1312.625
2.0301500000059605,1307.875
2.040250000078231,1304.125
2.050400000065565,1298.375
2.060200000181794,1293.125
2.0702000001911074,1288.625
2.08019999996759,1283.875
2.0907000000588596,1278.375
2.100150000071153,1273.75
2.1101500000804663,1268.75
2.120250000152737,1263.375
2.130750000011176,1259.5
2.1402500001713634,1254.5
2.150499999988824,1249.625
2.16025000018999,1246.125
2.1702499999664724,1243.0
2.1802000000607222,1239.875
2.191300000064075,1237.625
2.200650000013411,1237.125
2.2103000001516193,1237.25
2.2203000001609325,1238.125
2.2302000001072884,1240.375
2.2408500001765788,1243.875
2.2505000000819564,1246.875
2.260350000113249,1252.375
2.270299999974668,1257.75
2.2802999999839813,1263.0
2.291450000135228,1268.625
2.3003000000026077,1275.0
2.3101500000339,1281.125
2.3204000000841916,1287.5
2.33019999996759,1293.625
2.3403000000398606,1298.5
2.3505000001750886,1303.375
2.3602500001434237,1308.125
2.370250000152737,1312.625
2.3803000000771135,1314.5
2.391300000017509,1316.625
2.400150000117719,1317.875
2.410200000042096,1319.0
2.4203000001143664,1318.875
2.4302000000607222,1317.875
2.4407500000670552,1316.125
2.4505000000353903,1313.875
2.4602500000037253,1311.5
2.4702500000130385,1308.625
2.4802500000223517,1304.75
2.491249999962747,1300.625
2.500200000125915,1297.25
2.510200000135228,1293.625
2.5204000000376254,1289.125
2.5302000001538545,1287.375
2.5407500001601875,1285.125
2.550550000043586,1283.5
2.5602500000968575,1283.875
2.5702000001911074,1285.125
2.58019999996759,1286.5
2.5914000000339,1290.875
2.600150000071153,1297.625
2.6101500000804663,1303.5
2.620250000152737,1310.125
2.630200000014156,1318.375
2.6406500001903623,1326.375
2.6504500000737607,1333.625
2.66025000018999,1341.875
2.670200000051409,1350.375
2.6802499999757856,1357.625
2.691300000064075,1367.0
2.7002000000793487,1376.125
2.7101500001735985,1385.125
2.72054999996908,1395.625
2.7302000001072884,1406.125
2.7406000001356006,1416.625
2.7505000000819564,1426.375
2.7602500000502914,1433.875
2.7702500000596046,1439.625
2.780250000068918,1445.0
2.7912500000093132,1445.875
2.800200000172481,1445.125
2.810200000181794,1443.25
2.8202500001061708,1440.125
2.83019999996759,1435.25
2.840650000143796,1428.375
2.8504500000271946,1420.625
2.8602500001434237,1413.5
2.870250000152737,1404.125
2.88025000016205,1394.875
2.891300000017509,1385.875
2.900150000117719,1377.625
2.910200000042096,1369.25
2.9207000001333654,1359.875
2.9302000000607222,1350.5
2.940550000173971,1342.875
2.9506000000983477,1334.875
2.9602500000037253,1326.375
2.9702500000130385,1319.5
2.9802500000223517,1313.625
2.991300000110641,1308.375
3.000200000125915,1305.125
3.010200000135228,1303.375
3.0202500000596046,1302.125
3.0302000001538545,1303.375
3.0402999999932945,1306.5
3.0505000001285225,1309.625
3.060300000011921,1314.375
3.0702500001061708,1320.75
3.080250000115484,1327.375
3.0912999999709427,1333.875
3.1001999999862164,1342.125
3.1101999999955297,1350.375
3.1208000001497567,1358.375
3.130200000014156,1367.0
3.1404500000644475,1374.5
3.150550000136718,1381.875
3.160300000105053,1389.125
3.1703000001143664,1394.375
3.1802499999757856,1399.625
3.1913499999791384,1405.5
3.200700000161305,1408.125
3.2103500000666827,1411.375
3.220350000075996,1415.25
3.2302500000223517,1415.375
3.2405499999877065,1415.625
3.2505499999970198,1415.25
3.260350000113249,1413.625
3.270350000122562,1412.75
3.2803500001318753,1410.875
3.2909000001382083,1407.875
3.3003500001505017,1407.25
3.3102500000968575,1404.625
3.3209999999962747,1401.625
3.330250000115484,1399.375
3.3407000000588596,1397.5
3.350550000090152,1395.0
3.360300000058487,1394.125
3.370250000152737,1392.75
3.380349999992177,1393.5
3.391350000165403,1394.875
3.4002500001806766,1395.375
3.410200000042096,1396.375
3.4203000001143664,1398.5
3.4302499999757856,1401.5
3.4403999999631196,1404.375
3.4505500001832843,1407.875
3.4603000001516193,1411.375
3.4703000001609325,1416.375
3.4803000001702458,1420.125
3.4908000000286847,1424.625
3.500250000040978,1429.5
3.510299999965355,1433.5
3.520299999974668,1437.5
3.530250000068918,1440.375
3.5403500001411885,1442.125
3.550550000043586,1445.5
3.560350000159815,1448.625
3.5702500001061708,1449.5
3.5803000000305474,1450.5
3.590800000121817,1451.875
3.6002500001341105,1452.375
3.6102500001434237,1454.125
3.6203000000678003,1453.625
3.63025000016205,1453.125
3.6407000001054257,1454.375
3.650550000136718,1453.875
3.6603500000201166,1453.875
3.6703000001143664,1454.875
3.6803000001236796,1454.125
3.6907999999821186,1454.5
3.700249999994412,1455.625
3.7102500000037253,1455.625
3.7203000001609325,1458.375
3.7302500000223517,1460.125
3.7403500000946224,1461.875
3.7505499999970198,1465.125
3.760350000113249,1467.375
3.770299999974668,1470.125
3.7802999999839813,1473.625
3.7907500001601875,1476.625
3.8002500000875443,1481.0
3.8102500000968575,1485.875
3.820300000021234,1489.0
3.830250000115484,1493.125
3.840400000102818,1497.625
3.8505000001750886,1501.875
3.860300000058487,1505.625
3.8703000000678003,1509.0
3.8803000000771135,1513.125
3.890800000168383,1517.125
3.9002500001806766,1519.875
3.91025000018999,1522.875
3.92035000002943,1525.625
3.9303000001236796,1528.625
3.9403999999631196,1530.875
3.950700000161305,1532.5
3.9603500000666827,1534.875
3.9703000001609325,1535.375
3.980350000085309,1537.0
3.9908000000286847,1537.5
4.000250000040978,1537.875
4.010299999965355,1539.25
4.020299999974668,1538.875
4.030299999983981,1540.125
4.040449999971315,1541.875
4.050550000043586,1541.625
4.060350000159815,1542.75
4.070300000021234,1544.125
4.080300000030547,1546.25
4.090900000184774,1549.625
4.1002500001341105,1551.625
4.110250000143424,1555.25
4.1203000000678,1559.375
4.13025000016205,1561.875
4.140400000149384,1566.375
4.150649999966845,1571.25
4.160350000020117,1575.25
4.17035000002943,1580.5
4.18030000012368,1583.625
4.19205000018701,1589.125
4.201300000073388,1594.75
4.21045000012964,1598.875
4.220399999991059,1603.375
4.230300000170246,1607.375
4.24045000015758,1611.25
4.25054999999702,1613.75
4.260450000176206,1617.5
4.270400000037625,1620.0
4.280400000046939,1621.875
4.291050000116229,1624.0
4.3004499999806285,1625.0
4.310300000011921,1626.375
4.320500000147149,1626.375
4.330350000178441,1625.5
4.340450000017881,1626.875
4.350749999983236,1626.875
4.36034999997355,1626.75
4.3703000000678,1625.875
4.380400000140071,1626.25
4.3908500000834465,1626.75
4.400499999988824,1624.5
4.410300000105053,1625.5
4.42035000002943,1625.125
4.43030000012368,1625.875
4.440450000111014,1626.375
4.450650000013411,1625.75
4.460399999981746,1628.5
4.470350000075996,1629.125
4.480350000085309,1630.875
4.490850000176579,1634.375
4.50054999999702,1636.125
4.510350000113249,1639.5
4.520350000122562,1641.0
4.530350000131875,1644.125
4.540449999971315,1648.5
4.55060000019148,1649.5
4.560400000074878,1654.25
4.570350000169128,1658.25
4.580350000178441,1661.5
4.59085000003688,1663.25
4.600650000153109,1666.375
4.610300000058487,1668.625
4.620400000130758,1667.25
4.630349999992177,1667.5
4.6404500000644475,1669.0
4.6506000000517815,1669.875
4.660400000168011,1669.75
4.67035000002943,1669.25
4.680400000186637,1670.75
4.690900000045076,1670.75
4.7007500000763685,1672.0
4.710300000151619,1672.125
4.720399999991059,1674.375
4.730350000085309,1676.625
4.74045000015758,1677.75
4.750650000059977,1681.0
4.760400000028312,1682.875
4.770350000122562,1688.625
4.780350000131875,1693.25
4.790800000075251,1698.375
4.800750000169501,1704.625
4.810300000011921,1709.5
4.820350000169128,1716.0
4.830300000030547,1719.25
4.840450000017881,1725.75
4.850600000005215,1728.75
4.86034999997355,1730.375
4.870349999982864,1732.75
4.880400000140071,1730.375
4.8908500000834465,1730.25
4.90085000009276,1725.75
4.910350000020117,1723.0
4.92035000002943,1719.0
4.930350000038743,1715.0
4.940450000111014,1713.0
4.9507500000763685,1709.0
4.960399999981746,1707.5
4.970350000075996,1704.125
4.9804000000003725,1703.625
4.990850000176579,1703.625
5.000300000188872,1704.125
5.010350000113249,1706.375
5.020400000037625,1708.125
5.030350000131875,1712.5
5.040449999971315,1715.625
5.05060000019148,1722.25
5.060400000074878,1727.625
5.070350000169128,1733.875
5.080400000093505,1739.625
5.09085000003688,1744.5
5.100300000049174,1750.5
5.110300000058487,1753.75
5.120400000130758,1758.75
5.130349999992177,1759.625
5.1404500000644475,1761.75
5.150700000114739,1761.5
5.160450000083074,1759.5
5.170450000092387,1758.5
5.180400000186637,1753.75
5.19150000018999,1752.75
5.201400000136346,1749.75
5.21045000012964,1748.125
5.220450000138953,1741.5
5.230350000085309,1733.25
5.2405499999877065,1721.75
5.250650000059977,1705.0
5.26050000009127,1691.0
5.2704500001855195,1674.25
5.280500000109896,1658.875
5.291050000116229,1642.25
5.3004499999806285,1627.25
5.310400000074878,1616.0
5.320599999977276,1605.875
5.330400000093505,1597.875
5.340550000080839,1592.125
5.350650000153109,1584.625
5.360450000036508,1577.5
5.370400000130758,1573.125
5.380550000118092,1565.625
5.39089999999851,1559.875
5.400350000010803,1552.5
5.410400000168011,1546.25
5.420450000092387,1540.625
5.4304500001017,1533.0
5.440550000173971,1525.625
5.450700000161305,1519.875
5.46045000012964,1513.0
5.470450000138953,1505.875
5.4804500001482666,1498.75
5.490850000176579,1493.0
5.500350000103936,1487.375
5.51050000009127,1480.125
5.5204500001855195,1473.125
5.530449999962002,1467.625
5.540500000119209,1461.5
5.550700000021607,1454.375
5.560500000137836,1448.125
5.570449999999255,1442.125
5.580500000156462,1436.625
5.590900000184774,1430.375
5.600349999964237,1423.625
5.6104000001214445,1416.75
5.6204999999608845,1411.625
5.630400000140071,1405.625
5.640550000127405,1399.0
5.650649999966845,1393.125
5.660450000083074,1388.625
5.670450000092387,1382.125
5.6804500001017,1375.625
5.690900000045076,1369.875
5.7003500000573695,1365.125
5.710399999981746,1359.375
5.720500000054017,1353.625
5.7304500001482666,1347.0
5.7405499999877065,1341.875
5.7506999999750406,1336.75
5.760450000176206,1330.5
5.7704500001855195,1324.75
5.780449999962002,1319.875
5.790900000138208,1314.875
5.800400000065565,1308.625
5.810400000074878,1303.375
5.820500000147149,1298.375
5.830400000093505,1291.5
5.840550000080839,1287.0
5.850700000068173,1282.125
5.860500000184402,1275.0
5.870450000045821,1270.5
5.880499999970198,1265.25
5.89089999999851,1259.0
5.900400000158697,1253.625
5.910400000168011,1248.75
5.920450000092387,1243.875
5.9304500001017,1238.5
5.940550000173971,1234.125
5.950850000139326,1228.625
5.9605000000447035,1223.0
5.970450000138953,1218.5
5.98050000006333,1214.125
5.9909500000067055,1208.0
6.000400000018999,1203.0
6.010450000176206,1199.0
6.020500000100583,1195.0
6.030400000046939,1192.75
6.040550000034273,1190.875
6.050700000021607,1191.0
6.060500000137836,1195.375
6.070449999999255,1201.25
6.080450000008568,1209.625
6.091050000162795,1219.875
6.100349999964237,1229.625
6.1104000001214445,1240.75
6.120450000045821,1252.625
6.130450000055134,1266.125
6.140550000127405,1277.625
6.150800000177696,1289.125
6.160499999998137,1299.5
6.170500000007451,1307.375
6.1804500001017,1314.375
6.191600000020117,1319.0
6.200900000054389,1323.0
6.2105500001925975,1325.875
6.22054999996908,1330.875
6.2304500001482666,1335.375
6.240600000135601,1339.5
6.2506999999750406,1345.875
6.260600000154227,1353.625
6.270550000015646,1360.625
6.2805500000249594,1366.875
6.2911500001791865,1373.125
6.300550000043586,1375.875
6.310449999989942,1378.375
6.320700000040233,1376.625
6.330450000008568,1371.375
6.340650000143796,1364.125
6.350850000046194,1354.375
6.360500000184402,1343.5
6.3704999999608845,1332.625
6.380550000118092,1319.5
6.390950000146404,1306.125
6.400400000158697,1295.5
6.410450000083074,1286.5
6.420500000007451,1277.75
6.4304500001017,1271.5
6.440600000089034,1268.0
6.4507500000763685,1264.75
6.4605500001925975,1263.375
6.470500000054017,1264.625
6.48050000006333,1265.25
6.4910000001545995,1268.0
6.500400000018999,1272.0
6.510450000176206,1275.875
6.520500000100583,1281.25
6.530500000109896,1287.375
6.540600000182167,1293.625
6.550750000169501,1300.125
6.560550000052899,1305.75
6.570500000147149,1311.0
6.580500000156462,1316.125
6.590950000099838,1321.625
6.600400000112131,1325.25
6.610450000036508,1327.875
6.6205500001087785,1329.625
6.630450000055134,1329.875
6.640600000042468,1329.875
6.650700000114739,1329.125
6.660499999998137,1326.125
6.670500000007451,1323.875
6.680500000016764,1322.375
6.691000000108033,1318.375
6.700450000120327,1314.375
6.71045000012964,1312.375
6.720500000054017,1308.625
6.73050000006333,1306.875
6.740600000135601,1306.875
6.750750000122935,1304.625
6.76050000009127,1304.125
6.7704500001855195,1306.875
6.780500000109896,1308.625
6.790950000053272,1310.125
6.8004499999806285,1314.5
6.810449999989942,1317.25
6.820550000062212,1321.125
6.830450000008568,1326.5
6.840599999995902,1330.125
6.850749999983236,1333.125
6.860550000099465,1338.5
6.8704999999608845,1342.125
6.880499999970198,1344.125
6.891000000061467,1349.125
6.900400000158697,1352.375
6.910450000083074,1354.5
6.920500000007451,1357.125
6.9304500001017,1356.625
6.940550000173971,1355.0
6.950900000054389,1355.625
6.9605500001925975,1353.625
6.970500000054017,1349.625
6.98050000006333,1347.375
6.9910000001545995,1343.5
7.000450000166893,1338.875
7.010450000176206,1337.125
7.020550000015646,1335.0
7.030500000109896,1332.75
7.040600000182167,1332.625
7.050750000169501,1332.625
7.060550000052899,1334.125
7.070500000147149,1337.25
7.080550000071526,1340.125
7.091050000162795,1343.5
7.100450000027195,1348.375
7.110450000036508,1353.875
7.1205500001087785,1358.125
7.130499999970198,1364.75
7.140600000042468,1370.375
7.15085000009276,1375.875
7.160600000061095,1381.125
7.170550000155345,1385.625
7.180500000016764,1389.5
7.191749999998137,1392.125
7.201100000180304,1392.375
7.210600000107661,1393.875
7.220600000116974,1394.875
7.23050000006333,1392.75
7.240699999965727,1392.375
7.250800000037998,1391.375
7.26065000006929,1388.125
7.27060000016354,1386.125
7.280650000087917,1384.125
7.291250000009313,1380.625
7.30060000019148,1380.125
7.310500000137836,1378.5
7.320750000188127,1376.375
7.330550000071526,1376.75
7.340650000143796,1376.75
7.35080000013113,1377.625
7.360550000099465,1381.875
7.3705500001087785,1385.125
7.380600000033155,1388.375
7.391049999976531,1396.125
7.400450000073761,1401.875
7.410499999998137,1406.125
7.420600000070408,1412.75
7.430550000164658,1415.875
7.440650000004098,1418.125
7.450850000139326,1419.875
7.460600000107661,1419.375
7.47054999996908,1419.25
7.480549999978393,1420.75
7.491099999984726,1418.875
7.500500000081956,1416.75
7.51050000009127,1414.875
7.520550000015646,1414.5
7.5305500000249594,1415.625
7.54065000009723,1416.125
7.5508499999996275,1416.125
7.5606500001158565,1418.125
7.570550000062212,1419.875
7.580550000071526,1421.125
7.591050000162795,1422.125
7.600500000175089,1422.125
7.610550000099465,1424.125
7.620650000171736,1425.625
7.630499999970198,1426.375
7.640700000105426,1429.125
7.650800000177696,1431.625
7.660600000061095,1432.625
7.670550000155345,1436.125
7.680600000079721,1437.875
7.691100000170991,1440.375
7.70050000003539,1443.625
7.7105000000447035,1444.375
7.72054999996908,1447.625
7.730549999978393,1450.375
7.740650000050664,1450.875
7.750800000037998,1453.5
7.760600000154227,1455.25
7.770550000015646,1456.625
7.7805500000249594,1458.875
7.791050000116229,1459.375
7.8005000001285225,1459.875
7.810550000052899,1462.875
7.820599999977276,1463.25
7.830550000071526,1464.125
7.840650000143796,1465.875
7.85080000013113,1465.125
7.860600000014529,1466.375
7.8705500001087785,1467.375
7.880600000033155,1466.375
7.891100000124425,1468.375
7.900499999988824,1469.625
7.910499999998137,1470.75
7.920600000070408,1473.125
7.930550000164658,1474.875
7.940650000004098,1477.5
7.951000000117347,1478.875
7.960600000107661,1479.625
7.97054999996908,1482.125
7.980600000126287,1485.125
7.991050000069663,1485.875
8.000500000081956,1487.625
8.010550000006333,1489.125
8.02060000016354,1491.625
8.03055000002496,1491.625
8.04065000009723,1490.75
8.050900000147521,1491.875
8.060599999967963,1493.875
8.070599999977276,1494.75
8.080599999986589,1496.125
8.091100000077859,1496.625
8.100500000175089,1499.625
8.110550000099465,1500.625
8.120600000023842,1500.125
8.130600000033155,1501.875
8.140700000105426,1503.375
8.150950000155717,1504.625
8.160649999976158,1506.75
8.170600000070408,1506.375
8.180600000079721,1508.5
8.191749999998137,1509.125
8.201000000117347,1508.125
8.210650000022724,1511.25
8.220650000032037,1513.125
8.230600000126287,1515.25
8.240800000028685,1518.125
8.251050000078976,1519.875
8.260750000132248,1524.5
8.270699999993667,1526.375
8.28070000000298,1526.375
8.291300000157207,1530.125
8.300650000106543,1532.5
8.3105500000529,1534.25
8.32080000010319,1536.125
8.330599999986589,1536.5
8.34070000005886,1538.25
8.351150000002235,1538.375
8.360650000162423,1537.5
8.370650000171736,1539.625
8.380700000096112,1540.125
8.391150000039488,1540.625
8.400550000136718,1541.875
8.410600000061095,1543.25
8.420649999985471,1545.125
8.430600000079721,1545.5
8.440750000067055,1546.875
8.45120000001043,1549.125
8.460650000022724,1549.875
8.470600000116974,1551.375
8.480600000126287,1551.375
8.491099999984726,1554.375
8.50054999999702,1557.625
8.510600000154227,1557.875
8.520650000078604,1559.375
8.530650000087917,1561.625
8.540700000012293,1562.875
8.551250000018626,1564.625
8.560650000115857,1565.125
8.570599999977276,1568.5
8.580599999986589,1569.875
8.591100000077859,1569.5
8.600550000090152,1572.125
8.610550000099465,1573.125
8.6207000000868,1576.125
8.630600000033155,1577.5
8.640750000020489,1578.75
8.651350000174716,1581.625
8.660649999976158,1581.5
8.670649999985471,1583.625
8.680649999994785,1584.5
8.691150000086054,1583.625
8.700550000183284,1584.125
8.710600000107661,1584.125
8.720650000032037,1585.5
8.730600000126287,1588.0
8.740750000113621,1586.25
8.751400000182912,1587.625
8.76065000006929,1590.375
8.77060000016354,1592.125
8.780650000087917,1593.875
8.791250000009313,1595.625
8.80060000019148,1598.375
8.810599999967963,1599.25
8.82065000012517,1600.125
8.830599999986589,1602.875
8.840800000121817,1604.125
8.850850000046194,1606.25
8.860650000162423,1606.875
8.870650000171736,1609.125
8.880650000181049,1611.375
8.891250000102445,1611.25
8.900550000136718,1613.5
8.910600000061095,1615.25
8.920649999985471,1617.875
8.930649999994785,1618.75
8.940900000045076,1620.125
8.951550000114366,1622.875
8.960700000170618,1622.25
8.970650000032037,1624.0
8.98065000004135,1625.0
8.99115000013262,1625.125
9.00054999999702,1627.25
9.010600000154227,1627.625
9.020650000078604,1630.875
9.030600000172853,1632.625
9.040950000053272,1632.0
9.050849999999627,1635.5
9.060650000115857,1637.5
9.07065000012517,1640.0
9.080650000134483,1639.625
9.091149999992922,1642.875
9.100600000005215,1645.5
9.110600000014529,1644.125
9.120650000171736,1645.875
9.130650000181049,1648.0
9.141000000061467,1649.5
9.150950000155717,1651.25
9.160700000124052,1651.625
9.170700000133365,1654.75
9.180649999994785,1654.25
9.191800000146031,1655.625
9.201100000180304,1658.25
9.210800000000745,1659.5
9.220750000094995,1661.75
9.23065000004135,1662.25
9.241099999984726,1665.25
9.250900000100955,1665.5
9.260800000047311,1665.5
9.270750000141561,1668.5
9.280750000150874,1669.75
9.29120000009425,1671.25
9.300700000021607,1672.5
9.310650000115857,1674.75
9.320900000166148,1674.875
9.330700000049546,1673.75
9.341200000140816,1676.0
9.350899999961257,1676.125
9.36074999999255,1676.625
9.3707000000868,1675.625
9.380750000011176,1678.75
9.391150000039488,1679.25
9.400600000051782,1677.25
9.410649999976158,1679.25
9.420700000133365,1680.125
9.430649999994785,1682.75
9.441300000064075,1681.5
9.450949999969453,1684.625
9.460700000170618,1687.25
9.470650000032037,1685.875
9.480700000189245,1688.125
9.491500000003725,1689.75
9.500650000059977,1693.0
9.51065000006929,1693.5
9.520699999993667,1694.25
9.53070000000298,1697.0
9.540750000160187,1695.5
9.550950000062585,1697.0
9.56070000003092,1697.5
9.57065000012517,1699.5
9.580700000049546,1699.625
9.591600000159815,1699.0
9.600600000005215,1701.25
9.610650000162423,1700.0
9.6207000000868,1701.0
9.630650000181049,1701.875
9.640800000168383,1703.25
9.650950000155717,1703.625
9.660750000039116,1704.125
9.670700000133365,1706.375
9.680700000142679,1705.875
9.691550000105053,1707.5
9.700600000098348,1707.625
9.710700000170618,1709.75
9.720700000179932,1709.875
9.730850000167266,1709.75
9.740800000028685,1712.625
9.750950000016019,1712.125
9.760750000132248,1713.25
9.770699999993667,1711.25
9.78070000000298,1709.5
9.791450000135228,1701.0
9.800650000106543,1686.75
9.810650000115857,1673.75
9.820750000188127,1653.125
9.830700000049546,1634.875
9.840800000121817,1617.75
9.850950000109151,1599.25
9.86074999999255,1582.875
9.8707000000868,1569.875
9.880750000011176,1559.375
9.89144999999553,1551.875
9.900649999966845,1544.5
9.910700000124052,1538.75
9.920750000048429,1533.875
9.93100000009872,1526.75
9.940799999982119,1521.0
9.951100000180304,1515.625
9.960800000000745,1508.625
9.970750000094995,1502.375
9.980750000104308,1494.75
9.991400000173599,1488.625
10.000650000059977,1483.375
10.010699999984354,1475.375
10.020750000141561,1468.625
10.03070000000298,1463.875
10.04080000007525,1455.875
10.050950000062585,1449.125
10.060800000093877,1442.375
10.070750000188127,1435.875
10.08074999996461,1431.25
10.09125000005588,1424.125
10.10065000015311,1416.75
10.110700000077486,1411.375
10.120750000001863,1405.625
10.131150000030175,1398.125
10.140800000168383,1391.625
10.15100000007078,1385.125
10.16080000018701,1380.625
10.170750000048429,1375.0
10.180750000057742,1368.125
10.191850000061095,1362.375
10.201150000095367,1357.125
10.210850000148639,1351.375
10.220850000157952,1344.75
10.230750000104308,1339.375
10.240850000176579,1333.25
10.251000000163913,1327.875
10.260900000110269,1322.5
10.270849999971688,1316.625
10.280849999981001,1311.0
10.291250000009313,1305.625
10.300800000084564,1299.5
10.31070000003092,1294.375
10.320900000166148,1288.75
10.33129999996163,1282.875
10.34085000003688,1278.875
10.351000000024214,1273.625
10.360850000055507,1266.875
10.370800000149757,1262.375
10.380899999989197,1257.25
10.391200000187382,1252.0
10.400700000114739,1246.5
10.410750000039116,1242.875
10.420799999963492,1236.375
10.430799999972805,1231.5
10.440799999982119,1227.5
10.45105000003241,1220.75
10.460850000148639,1215.0
10.470800000010058,1210.875
10.480850000167266,1206.5
10.491099999984726,1201.125
